order_id,customer_id,order_date,expedition_id,gear_type,gear_id,gear_purchase_price,order_quantity,order_amount,order_status
33d2365a-2ef4-49a7-bc97-a0e12b56bd36,f997f413-c4d8-4019-9cd0-cb2195e0051e,2024-06-18,62b89b75-b311-4ece-acf3-c3edb1e5482c,Otto's Cozy Tent,SKU-001,150.0,8,1200.0,Pending
3da0cc0b-a0a5-491f-918b-5e54e88d2c88,cf36024d-5940-43e1-b454-a189ae5b27d5,2024-06-30,62b89b75-b311-4ece-acf3-c3edb1e5482c,Otto's Adventure Rope,SKU-005,80.0,8,640.0,Pending
278e8f4c-f466-4387-9957-9cd16185e0c7,fef7c2dc-fe3e-4cf1-9ab5-7884e464bf69,2024-06-12,62b89b75-b311-4ece-acf3-c3edb1e5482c,Otto's Adventure Rope,SKU-005,80.0,10,800.0,Pending
e67546c7-41c4-479a-962c-95c3ce218e49,1799119f-15f6-45fe-8456-17c49cf54a45,2024-06-23,62b89b75-b311-4ece-acf3-c3edb1e5482c,Otto's Safety Helmet,SKU-003,50.0,9,450.0,Canceled
5bd08544-e317-4ea7-b8b8-d4e7d5eefd78,a290c7bf-b723-4dc8-8b1c-aec2914558a3,2024-06-23,67b9537c-68c1-4395-9d3c-29f855a69458,Goat's Warm Sleeping Bag,SKU-004,120.0,1,120.0,Completed
7cc58968-10e9-47df-8a3d-f66ef292fe04,be2a4f4e-b3de-499c-9570-43b7e73bc8cd,2024-06-24,586f9e72-1fde-4160-9e85-e24a8a47d426,Goat's Secure Harness,SKU-006,90.0,8,720.0,Pending
31c98209-6a73-4a41-8069-a03223f8fe0b,2b056e6d-b32f-484f-916f-1c18b57d7b7a,2024-06-30,,Mountain Goat Ice Axe,SKU-002,100.0,7,700.0,Pending
5a1e58a5-576c-4880-b5b9-f402e11d4b9b,d45b4db0-29aa-40c7-96ea-29ee8404b132,2024-06-06,,Otto's Cozy Tent,SKU-001,150.0,1,150.0,Pending
f522ae6b-7532-42b4-b6ce-036a2deaab8f,0dcc8661-5341-4527-b64b-5a80c2d9a075,2024-06-23,,Mountain Goat Ice Axe,SKU-002,100.0,3,300.0,Completed
6927b1e1-6859-4d94-8710-fb856e9093bf,5982846c-d970-469b-9de8-0588cd53c62e,2024-06-24,,Otto's Cozy Tent,SKU-001,150.0,1,150.0,Completed
2169f00b-a336-4cf7-ab1b-e59dd3eb7d67,3ca9de23-74c8-46fb-b1c4-3f6409729c1e,2024-06-23,58654774-a589-4677-a4af-a39d4bb8c024,Otto's Adventure Rope,SKU-005,80.0,9,720.0,Completed
ec8f9282-f133-480f-a17b-7aabe1e70451,6aad0017-1f89-4321-8bf6-86cc0fb2060a,2024-06-01,58654774-a589-4677-a4af-a39d4bb8c024,Otto's Cozy Tent,SKU-001,150.0,8,1200.0,Canceled
3b6ee9aa-c428-46dd-9cb1-0258c8fb0d10,685a8b99-037d-4e80-858c-eb5809dbd063,2024-06-12,58654774-a589-4677-a4af-a39d4bb8c024,Otto's Safety Helmet,SKU-003,50.0,5,250.0,Canceled
43e050bf-7e82-4b79-9dc3-f58f86668127,2e47faaf-b0f4-4589-a77f-af75634ca170,2024-06-10,,Otto's Adventure Rope,SKU-005,80.0,1,80.0,Completed
8c8a86aa-cc51-41a7-8b32-8bdab1dcf469,b40e7fd1-437a-474a-9bdd-5436289f52c1,2024-06-06,,Goat's Secure Harness,SKU-006,90.0,6,540.0,Canceled
b234e81d-cf19-4630-acab-485125bd1e3c,82f4170b-7d81-4534-bae1-bfae25706c0e,2024-06-15,,Goat's Warm Sleeping Bag,SKU-004,120.0,2,240.0,Pending
c4c802fd-b6bc-4f9e-bd27-e08a7f43ed9b,eae9cbb3-a62f-4647-8761-e5a336c71063,2024-06-29,,Goat's Secure Harness,SKU-006,90.0,2,180.0,Canceled
86fce724-2c9e-4c73-bf3c-ed4a25c8c230,7c712f60-dd73-4749-abc1-cb313df487d0,2024-06-29,1a03bc66-1fa2-449e-a9b1-1be2547154c3,Otto's Cozy Tent,SKU-001,150.0,6,900.0,Completed
d00aecb7-6f5f-49b7-8438-cb1335eb9d2d,617ccb89-9088-453d-8737-a3e26ff4534b,2024-06-18,,Otto's Safety Helmet,SKU-003,50.0,3,150.0,Pending
08c3a731-027c-438b-a1c8-15aabcdd480f,dd95eb88-a2a8-43f4-bdfc-cc41611236a0,2024-06-25,1a03bc66-1fa2-449e-a9b1-1be2547154c3,Goat's Warm Sleeping Bag,SKU-004,120.0,8,960.0,Canceled
787d5eab-7449-4d0d-ba09-663b3a58e93c,30f9ddd8-82ca-40a8-88bf-95a97bd4590e,2024-06-09,1a03bc66-1fa2-449e-a9b1-1be2547154c3,Goat's Warm Sleeping Bag,SKU-004,120.0,2,240.0,Pending
24c3b0a5-b06b-49ed-b84a-8e92110c1f33,bab31e78-467d-4ec4-93ab-fafc88b7b88b,2024-06-12,90710ad9-1f33-4394-8755-b21046e0b61b,Goat's Warm Sleeping Bag,SKU-004,120.0,10,1200.0,Completed
6e57806c-92da-466f-83b9-457d6541b572,d29e11b7-9668-4dd3-b13b-8c4b87ac5bca,2024-06-22,,Otto's Climbing Crampons,SKU-007,110.0,5,550.0,Pending
ef9e1cea-f07b-4f30-826f-7230664b014b,9e7cb1f1-3e04-4194-9151-a59424790c49,2024-06-03,e10d9236-8e1d-41c4-9e63-a8e0241f3aaf,Otto's Safety Helmet,SKU-003,50.0,10,500.0,Completed
f3c58954-af8e-4ade-89cc-6bbca397222d,d3a1b387-3758-460e-af64-0accd450cec8,2024-06-05,e10d9236-8e1d-41c4-9e63-a8e0241f3aaf,Otto's Cozy Tent,SKU-001,150.0,10,1500.0,Canceled
50ef13be-7dd6-4419-af41-4516bbcffb88,90aaeda7-fb0a-4f88-a168-8f57da9a591e,2024-06-09,508156d0-7640-407d-9771-3c084e90f7a7,Otto's Safety Helmet,SKU-003,50.0,10,500.0,Pending
f2a19819-f266-4118-9078-05fae7034761,f9c446b0-ef58-427d-aae4-65c274eb0a4f,2024-06-15,508156d0-7640-407d-9771-3c084e90f7a7,Otto's Safety Helmet,SKU-003,50.0,4,200.0,Canceled
9b06cba9-fccd-4175-bd57-bfa059e02937,5a2c9380-5224-4e16-8d6d-b8ce402923b5,2024-06-08,,Goat's Warm Sleeping Bag,SKU-004,120.0,4,480.0,Canceled
e0792918-9b9c-4aec-87f8-82fffa2bd855,4b264fab-a8be-439f-bb07-5abaa2d26516,2024-06-21,,Mountain Goat Ice Axe,SKU-002,100.0,4,400.0,Completed
99a397c0-057f-412b-a80e-6f536e5184f0,c039ddb9-c168-47fb-8d50-c61c73c36391,2024-06-05,508156d0-7640-407d-9771-3c084e90f7a7,Otto's Adventure Rope,SKU-005,80.0,4,320.0,Canceled
1a10f385-a037-4bae-8827-0772a888b09c,41deead7-bbd9-46c4-b563-808ca5f78211,2024-06-29,508156d0-7640-407d-9771-3c084e90f7a7,Otto's Cozy Tent,SKU-001,150.0,10,1500.0,Canceled
bf68ef9f-5757-4fb1-96c6-9159b75e3ce4,4c559e1f-b532-4d14-b11f-cb8b530b659a,2024-06-16,,Mountain Goat Ice Axe,SKU-002,100.0,4,400.0,Pending
18ed6c64-c7c1-48fa-a87d-ef2d7d6dda14,29249f3d-af2a-4d36-860b-8ad3d1c11464,2024-06-20,,Mountain Goat Ice Axe,SKU-002,100.0,3,300.0,Canceled
18ef0cae-3b29-4428-b63d-968e861cb5fa,c30ff744-d227-4be9-b8b6-da542adb7ed6,2024-06-07,ac60ece0-aac8-4730-95eb-83e7ae2be559,Goat's Warm Sleeping Bag,SKU-004,120.0,2,240.0,Canceled
