session_id,visit_timestamp,customer_id,page_visited,session_duration,device_type,traffic_source,conversion
41003675-9a8d-4074-ac0c-db415d948a61,2024-10-01 23:19:03,2c14e1e2-1a7b-4d20-897b-f5e0c174827b,/about-us,21.3,Desktop,Organic,True
786426c8-f02f-4e97-aa58-778cb360f61d,2024-10-01 14:07:35,7ebfa0f1-922b-4a36-b58f-a255c4927b25,/expeditions/rock-climbing,52.74,Tablet,Organic,False
33549130-6f47-461c-bb32-bb87b2064435,2024-10-01 17:10:49,644ac39a-ca8a-4dd3-82f6-26bed2a38807,/expeditions,5.05,Tablet,Organic,True
1167b9ba-00fb-4ae0-a220-acdea1955dfa,2024-10-01 10:13:44,1312c20a-9181-45c8-98cf-658f2a13f5ae,/blog/mountaineering-tips,25.06,Mobile,Social,True
a1f8700d-9335-4a26-81d0-feb593b7b9d3,2024-10-01 08:48:31,9781c00c-1875-4fb1-84aa-eb0314b07a16,/gear/purchase,15.31,Mobile,Organic,False
eb3ff253-dddb-4253-afb0-d448f61769bf,2024-10-01 15:56:19,a314f00c-2db6-4da3-a6a4-15a724206c3d,/blog/expedition-stories,9.02,Mobile,Organic,True
603a7123-b11b-45e0-b28c-ee0ca4ca816b,2024-10-01 09:40:07,1e0dba79-f7b1-4bb0-b768-9d63fba45ed4,/contact,44.08,Tablet,Direct,True
67008064-3a86-4a30-bd75-6299cf4fce4b,2024-10-01 21:14:47,896e8be5-6831-4d3e-87b7-40ec6aa2b8c8,/gear,10.07,Mobile,Social,True
1fb3a5e8-2c22-4257-b6e6-7b38f3636057,2024-10-01 06:45:33,92831f9e-c1ad-4378-9955-a2b1291c14db,/expeditions/mountaineering,27.41,Tablet,Direct,True
c60c318c-3932-4d53-97ed-54811bad0923,2024-10-01 22:20:07,6af3c71b-ddf2-4aa5-9417-1553af57c41b,/blog/mountaineering-tips,46.44,Tablet,Social,False
d23364e9-d059-4703-911a-4048d51b7539,2024-10-01 02:12:06,9066b3dd-c48d-4c3b-822e-d6f4d8a991c6,/gear/rentals,42.16,Desktop,Organic,True
