order_id,customer_id,order_date,expedition_id,gear_type,gear_id,gear_purchase_price,order_quantity,order_amount,order_status
fafc29ab-94fb-4b85-80cf-2cd9df894d94,bb07a582-9423-40a6-ac86-f4b30b1d6d0a,2024-03-21,2202b1b5-705b-41fd-8ffb-1a6ffd6b72bc,Otto's Adventure Rope,SKU-005,80.0,1,80.0,Canceled
304a74d0-2387-49dc-a1c8-414e066db656,3252ac96-0a89-4261-b99c-8750130e228b,2024-03-28,586f9e72-1fde-4160-9e85-e24a8a47d426,Goat's Warm Sleeping Bag,SKU-004,120.0,5,600.0,Completed
fcebde63-4e62-406f-8f54-47399aa2d15f,920ea5fc-a049-4b2a-9fe7-de499c2414da,2024-03-25,586f9e72-1fde-4160-9e85-e24a8a47d426,Goat's Warm Sleeping Bag,SKU-004,120.0,3,360.0,Canceled
dd5076ba-7a4c-40c3-99cf-b72cd95e4848,df95cef3-6856-4bb6-b8ed-ccf651db7210,2024-03-26,586f9e72-1fde-4160-9e85-e24a8a47d426,Otto's Cozy Tent,SKU-001,150.0,4,600.0,Canceled
56557a50-0e5f-4572-a37d-a92db16afbb0,fcc9d27f-b541-4ab0-8b96-21596e86b86e,2024-03-27,586f9e72-1fde-4160-9e85-e24a8a47d426,Otto's Climbing Crampons,SKU-007,110.0,2,220.0,Pending
5fd07cdb-32f6-453e-bbfe-fab44196f146,1a7fdf59-0bb7-47fb-a219-658f9d130c8b,2024-03-20,586f9e72-1fde-4160-9e85-e24a8a47d426,Goat's Warm Sleeping Bag,SKU-004,120.0,10,1200.0,Completed
c077f2b4-f615-4890-a56d-8d9d70deb598,f01241c0-7a52-451a-85fc-0efe13ccbc2c,2024-03-20,ab2eed68-fa59-466a-9fdf-2fa3582f6c60,Otto's Cozy Tent,SKU-001,150.0,10,1500.0,Pending
01bc0401-b97b-40b6-9af9-1ceab4bd1d1b,5401ae74-589b-4688-bb87-4327826049a2,2024-03-31,e2300f24-a25d-4e8d-9c82-d83e2095de9a,Otto's Adventure Rope,SKU-005,80.0,10,800.0,Canceled
3488b706-650d-403c-a0c7-28310f96edfc,0dcc8661-5341-4527-b64b-5a80c2d9a075,2024-03-26,e2300f24-a25d-4e8d-9c82-d83e2095de9a,Otto's Safety Helmet,SKU-003,50.0,9,450.0,Pending
e7c740b5-67c2-433f-b846-63de7b4dd9f3,f4c1ea20-7ed0-47d3-9c00-035c9852da77,2024-03-27,58654774-a589-4677-a4af-a39d4bb8c024,Otto's Adventure Rope,SKU-005,80.0,2,160.0,Completed
551e64d0-d6c0-41f9-8459-226523c0ee6c,99ac6c55-9499-4844-80a2-c7faa9c42a7e,2024-03-30,58654774-a589-4677-a4af-a39d4bb8c024,Goat's Secure Harness,SKU-006,90.0,6,540.0,Completed
b219cce3-de32-4818-b4fc-ac233592caf4,5c402480-e915-40b1-9218-c99ba18168e7,2024-03-14,58654774-a589-4677-a4af-a39d4bb8c024,Goat's Warm Sleeping Bag,SKU-004,120.0,8,960.0,Canceled
8041157f-8bc4-4fd1-ba6e-c041b5221325,544474b4-46ed-432b-b848-4cf2bbefd683,2024-03-21,1a03bc66-1fa2-449e-a9b1-1be2547154c3,Goat's Warm Sleeping Bag,SKU-004,120.0,8,960.0,Pending
c0c7c5a2-cd09-48f0-bcbd-e6939d07a8d2,a984278a-ff23-4ca6-87c5-41dcdf8d7e22,2024-03-19,ac60ece0-aac8-4730-95eb-83e7ae2be559,Otto's Climbing Crampons,SKU-007,110.0,7,770.0,Completed
b5fcf789-081c-40bf-9108-6f0b56d3ab00,a0925011-6801-4144-9400-ebc6ed690a46,2024-03-16,ac60ece0-aac8-4730-95eb-83e7ae2be559,Otto's Climbing Crampons,SKU-007,110.0,7,770.0,Completed
