order_id,customer_id,order_date,expedition_id,gear_type,gear_id,gear_purchase_price,order_quantity,order_amount,order_status
498d7d59-f6ff-4770-b2d4-3bdc2579d525,17fd22a3-73c2-40d0-84dc-887e9c841c3a,2024-05-29,62b89b75-b311-4ece-acf3-c3edb1e5482c,Otto's Adventure Rope,SKU-005,80.0,2,160.0,Completed
e61cc836-7eaa-4713-a552-7151f598177c,00f43a38-3e4f-48c0-a70c-d400ae56ac7a,2024-05-11,62b89b75-b311-4ece-acf3-c3edb1e5482c,Goat's Warm Sleeping Bag,SKU-004,120.0,10,1200.0,Pending
b38178f0-e75a-4fd3-a99f-1b534c3716a3,18e7cf84-9ad6-4343-bb6c-ce75b69ee6f1,2024-05-22,,Mountain Goat Ice Axe,SKU-002,100.0,3,300.0,Completed
eed5774e-28e2-4f76-af88-b2f4b776fcb4,a5c84d99-01de-4a84-b9ab-31ad377180ba,2024-05-05,67b9537c-68c1-4395-9d3c-29f855a69458,Otto's Adventure Rope,SKU-005,80.0,9,720.0,Pending
eb24bb14-a2d1-410e-a31b-da14d7d63d41,ea9af07c-f767-4eb5-8a49-f3c9d8f4ca1d,2024-05-18,,Goat's Secure Harness,SKU-006,90.0,10,900.0,Pending
987cf461-961e-47ad-ba56-2400e2d46033,94039946-15a2-427d-b950-fc3b210769cc,2024-05-01,67b9537c-68c1-4395-9d3c-29f855a69458,Otto's Safety Helmet,SKU-003,50.0,2,100.0,Canceled
2d7f58c9-f62f-488b-bd36-3b3a24755c84,a594faf1-230a-4402-a709-dba9d8d916bb,2024-05-19,,Otto's Climbing Crampons,SKU-007,110.0,7,770.0,Pending
11e3d6fc-3915-44c9-925a-16f6119e00e2,04847c14-26da-4371-a0f6-ef8912ea0c65,2024-05-22,,Goat's Warm Sleeping Bag,SKU-004,120.0,2,240.0,Completed
0befb95a-610f-406a-8726-58a54e716fa6,b33d6729-968c-420f-b5c2-530cda72e608,2024-05-22,586f9e72-1fde-4160-9e85-e24a8a47d426,Otto's Cozy Tent,SKU-001,150.0,10,1500.0,Canceled
1d827c25-3d1f-48e0-aea3-04f48d77c075,df95cef3-6856-4bb6-b8ed-ccf651db7210,2024-05-17,,Goat's Warm Sleeping Bag,SKU-004,120.0,8,960.0,Pending
c64e2555-7158-4db8-a24c-42cfdc9ab52c,786fefac-3e6e-4716-90e0-f0c8472cdd71,2024-05-15,586f9e72-1fde-4160-9e85-e24a8a47d426,Otto's Adventure Rope,SKU-005,80.0,7,560.0,Completed
1ee7e43d-9297-4f16-b412-3f09435fc5ca,9f2043e6-effe-47f6-98e9-94a96d1b28aa,2024-05-29,,Otto's Safety Helmet,SKU-003,50.0,9,450.0,Canceled
e0cb6d9b-4cc7-4e40-b64e-1ce042d181a6,8e4d4262-3a64-4aeb-b7a4-32fff2b64041,2024-05-20,ab2eed68-fa59-466a-9fdf-2fa3582f6c60,Otto's Cozy Tent,SKU-001,150.0,7,1050.0,Completed
968864d8-28d6-4b54-a9a5-0d4051f64d09,6e4f5ac7-8b3f-46d4-abdb-84523d89fa9c,2024-05-04,ab2eed68-fa59-466a-9fdf-2fa3582f6c60,Goat's Secure Harness,SKU-006,90.0,7,630.0,Canceled
b21f0f3d-fd29-4d54-9b4d-0d2e19d6365a,f01241c0-7a52-451a-85fc-0efe13ccbc2c,2024-05-10,,Goat's Secure Harness,SKU-006,90.0,1,90.0,Canceled
c52f47f0-db87-439c-a3f9-ff9d5622a04b,02566042-60db-4f27-a078-8a3f969d0005,2024-05-04,ab2eed68-fa59-466a-9fdf-2fa3582f6c60,Otto's Climbing Crampons,SKU-007,110.0,3,330.0,Completed
3830a3dd-7626-448a-b95a-57c0b1cd267b,588022b2-c897-46c2-b87d-af27c6455478,2024-05-22,,Goat's Secure Harness,SKU-006,90.0,1,90.0,Pending
d7f13bd8-8590-4927-9def-09dadf53020c,0ac329a4-9be5-4eb1-bb69-4ee31c9b075b,2024-05-06,58654774-a589-4677-a4af-a39d4bb8c024,Goat's Secure Harness,SKU-006,90.0,1,90.0,Canceled
ed8d0030-7180-4c5e-b60c-b40da17bd22f,e07fa215-dc17-4f24-94af-94ec5d2b9429,2024-05-03,58654774-a589-4677-a4af-a39d4bb8c024,Otto's Climbing Crampons,SKU-007,110.0,3,330.0,Completed
a733aa9e-0e12-421b-8bb2-cfc03dcdfc17,e07fa215-dc17-4f24-94af-94ec5d2b9429,2024-05-03,,Mountain Goat Ice Axe,SKU-002,100.0,10,1000.0,Pending
49afe606-16b7-4767-92c7-c411fc7fd220,5575582a-9de9-4a50-9b47-25724eeeb6b7,2024-05-30,58654774-a589-4677-a4af-a39d4bb8c024,Otto's Cozy Tent,SKU-001,150.0,3,450.0,Canceled
d9099996-b139-48db-b9a8-b19331bdf5ea,6b614f43-ef0f-499f-a497-0355cf6cb059,2024-05-30,58654774-a589-4677-a4af-a39d4bb8c024,Mountain Goat Ice Axe,SKU-002,100.0,2,200.0,Pending
e5f04e51-3ea7-4f75-b3a1-8bb93cdbc765,22e6c5f9-f733-49c9-a1f5-02c5a62026c2,2024-05-03,,Goat's Secure Harness,SKU-006,90.0,7,630.0,Pending
e0429c00-161d-4869-8576-ab0682966ce4,7c712f60-dd73-4749-abc1-cb313df487d0,2024-05-30,,Goat's Warm Sleeping Bag,SKU-004,120.0,3,360.0,Pending
90a13430-8fed-443d-8e8f-6d4e11714735,eac23a68-a9c4-4873-8b61-f3981bbec25e,2024-05-21,1a03bc66-1fa2-449e-a9b1-1be2547154c3,Otto's Climbing Crampons,SKU-007,110.0,7,770.0,Canceled
14a6adb8-0c55-43fd-95bb-8c2af319d678,3ea9470c-9d43-4661-9730-628bdb82b9d5,2024-05-05,,Goat's Secure Harness,SKU-006,90.0,4,360.0,Pending
83910561-6a05-454a-b5dc-f5f0e3c2224e,18139175-15c2-46d2-b69c-1c7517def30e,2024-05-04,,Mountain Goat Ice Axe,SKU-002,100.0,4,400.0,Pending
5a87d084-8c44-4343-90f1-a1317b445f8b,9cdd30bd-ebf2-4894-96e3-d1e472e9bcb9,2024-05-11,1a03bc66-1fa2-449e-a9b1-1be2547154c3,Goat's Warm Sleeping Bag,SKU-004,120.0,10,1200.0,Canceled
9eeca7a0-d01a-43bb-828c-13ce61e4ce48,9b405cb8-d67e-4e21-9f12-92c73a80beaa,2024-05-30,,Otto's Adventure Rope,SKU-005,80.0,1,80.0,Canceled
9e5ed9c2-d1d4-483a-8172-dcd8ef245830,0547bee5-671a-479d-b8c2-b2e8f1ca0b6b,2024-05-14,1a03bc66-1fa2-449e-a9b1-1be2547154c3,Goat's Warm Sleeping Bag,SKU-004,120.0,7,840.0,Pending
a276578f-9cee-44f6-bb6d-ba716377ce94,a2f18ae1-7412-4e2e-95bf-3ce482ad6983,2024-05-26,1a03bc66-1fa2-449e-a9b1-1be2547154c3,Mountain Goat Ice Axe,SKU-002,100.0,2,200.0,Completed
83ac48a6-6910-4d74-9c6e-82c79b93f7d7,58cf88fe-a218-488c-a477-f7caf460fc5f,2024-05-11,03c6bf7d-fda0-4807-8284-6075582ce454,Otto's Adventure Rope,SKU-005,80.0,3,240.0,Completed
f29f13c9-3e08-4789-9a88-fb245494982c,f446af84-a9a7-4c8d-92df-2042b0c65469,2024-05-03,90710ad9-1f33-4394-8755-b21046e0b61b,Otto's Cozy Tent,SKU-001,150.0,10,1500.0,Pending
af359753-7594-4899-8d41-c5a5f68b067b,96ca874d-c47f-4d39-b825-3c69ba1a8411,2024-05-20,90710ad9-1f33-4394-8755-b21046e0b61b,Goat's Secure Harness,SKU-006,90.0,5,450.0,Pending
442027d4-b86d-49f9-9b2f-bccde6249850,2e7b3c98-bacc-4e6c-9002-d2f10d9b578e,2024-05-28,508156d0-7640-407d-9771-3c084e90f7a7,Goat's Secure Harness,SKU-006,90.0,3,270.0,Canceled
d85cf91e-c690-4ea4-b4dd-3c33c2eade99,f9c446b0-ef58-427d-aae4-65c274eb0a4f,2024-05-27,,Goat's Secure Harness,SKU-006,90.0,10,900.0,Completed
3864fcee-84ff-493e-b909-ea3f657fa4bd,fa0cfcfb-e2e1-4c03-8ebf-1aa42a595030,2024-05-21,,Mountain Goat Ice Axe,SKU-002,100.0,5,500.0,Completed
89cdbd31-ef05-4434-a554-38fbd7082ebc,41deead7-bbd9-46c4-b563-808ca5f78211,2024-05-22,,Mountain Goat Ice Axe,SKU-002,100.0,2,200.0,Pending
eb89174d-73cc-477a-92fe-f16b67e83cb4,a984278a-ff23-4ca6-87c5-41dcdf8d7e22,2024-05-27,,Goat's Secure Harness,SKU-006,90.0,2,180.0,Pending
6613459a-0035-4114-89c8-89bd24a29709,612a21aa-78f8-443b-9480-d1a3b3ee1f7d,2024-05-11,ac60ece0-aac8-4730-95eb-83e7ae2be559,Otto's Cozy Tent,SKU-001,150.0,4,600.0,Pending
19227fbf-4865-440d-a4c3-57bcdf2ef5d1,f8b6c606-2b14-4571-bf6f-4ce24f99ef89,2024-05-01,ac60ece0-aac8-4730-95eb-83e7ae2be559,Otto's Climbing Crampons,SKU-007,110.0,4,440.0,Canceled
0ceabbcf-aee7-42a9-88b4-3dd840d5242e,51c7ec47-bf4e-4547-89ee-d418066d69bf,2024-05-10,ac60ece0-aac8-4730-95eb-83e7ae2be559,Otto's Cozy Tent,SKU-001,150.0,6,900.0,Completed
71a8edf6-dcf7-4b48-bfa2-ff6678a0bda7,6000b9ac-03fe-472c-b7d7-6917a5de02d4,2024-05-23,,Goat's Warm Sleeping Bag,SKU-004,120.0,5,600.0,Completed
6691f209-2f5b-4622-b0ba-1899ebd741ab,b71f28e3-854e-41db-b1cd-c880c4bb62a5,2024-05-24,ac60ece0-aac8-4730-95eb-83e7ae2be559,Otto's Climbing Crampons,SKU-007,110.0,6,660.0,Pending
34dec529-8669-4b20-9b44-609eb327ed0e,85bb4140-f400-4c8f-adb8-9b563dce9681,2024-05-24,ac60ece0-aac8-4730-95eb-83e7ae2be559,Otto's Safety Helmet,SKU-003,50.0,6,300.0,Pending
df734845-6d19-41b2-8c9c-fc1afae73172,4565ccc1-585c-441a-862c-89dcd7aad722,2024-05-28,fa95737b-d5a0-4eb7-a916-f3bc28728cf7,Mountain Goat Ice Axe,SKU-002,100.0,9,900.0,Canceled
14c0ab23-1dd1-4bac-b5a8-0e0b63bb8753,31d7215e-41f5-418d-bac1-23941e417b68,2024-05-29,,Otto's Adventure Rope,SKU-005,80.0,10,800.0,Pending
1305d361-d1f5-4d92-ad3f-49212b59e56e,5cc7393c-18b0-43bd-9303-b9fe9560e004,2024-05-02,,Otto's Adventure Rope,SKU-005,80.0,5,400.0,Pending
2d802f3c-2c71-4c6f-afa2-e1fbb5dece65,b11471df-09be-489c-bcc9-0bccd235de72,2024-05-25,84b8823c-4831-4861-8750-7df13a8b56f4,Otto's Cozy Tent,SKU-001,150.0,6,900.0,Completed
9ac5c54e-862a-4b2c-add6-b237846d1374,52c59ce7-c2c9-4554-8a6c-2fc4bab3c33d,2024-05-29,84b8823c-4831-4861-8750-7df13a8b56f4,Otto's Climbing Crampons,SKU-007,110.0,1,110.0,Completed
270c3f7c-6f52-4d10-a1af-3455b67c09ed,52c59ce7-c2c9-4554-8a6c-2fc4bab3c33d,2024-05-15,,Otto's Adventure Rope,SKU-005,80.0,3,240.0,Pending
dcd36d95-a84b-4eda-bee4-09bd72af5683,95210858-0de8-469b-ba13-e185dba32f5b,2024-05-22,84b8823c-4831-4861-8750-7df13a8b56f4,Otto's Cozy Tent,SKU-001,150.0,7,1050.0,Completed
e9d17af6-c198-4a5f-a7a1-aba7dc1e0eba,4109b283-0aca-43cf-b941-58a9f724fbf8,2024-05-07,84b8823c-4831-4861-8750-7df13a8b56f4,Goat's Secure Harness,SKU-006,90.0,8,720.0,Pending
a2bf237e-6cac-474d-9ca5-643dcfe76ac5,dc506df2-e408-497b-b1f4-9eeb744553ae,2024-05-21,,Goat's Warm Sleeping Bag,SKU-004,120.0,9,1080.0,Pending
02d758a2-d3d2-4b7f-b6cd-ad917c9685e3,3259aac1-d6d6-4f7f-8717-881824442124,2024-05-12,,Goat's Secure Harness,SKU-006,90.0,8,720.0,Canceled
b831f10a-7871-4c8b-9a1d-40ae6ff22795,4f1fcbf0-8e97-48ca-80ca-888897cda8e1,2024-05-08,84b8823c-4831-4861-8750-7df13a8b56f4,Otto's Safety Helmet,SKU-003,50.0,8,400.0,Canceled
fd8765ef-0e16-4dd0-8046-a19bea68bbba,8102d9bf-953c-4094-88f8-5671d392de45,2024-05-12,84b8823c-4831-4861-8750-7df13a8b56f4,Mountain Goat Ice Axe,SKU-002,100.0,10,1000.0,Canceled
258fa207-c45a-4615-9a62-9e71cd176988,f1e8b569-47da-459d-b2f0-be769d638bcd,2024-05-21,80de1d15-2075-4015-a8b7-0b06b2f66bad,Otto's Safety Helmet,SKU-003,50.0,2,100.0,Completed
b3092644-aad8-4cb4-8dfa-0da3b93717c7,9e9bb9ac-89f0-45c8-8c52-8866c9bc0752,2024-05-01,,Otto's Safety Helmet,SKU-003,50.0,8,400.0,Pending
